Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Kuala Lumpur,PM2.5 - Principal,2024-01-03 05:00 PM,2024,01,03,17,9.2,51,Moderate,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-03 06:00 PM,2024,01,03,18,7.6,42,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-03 07:00 PM,2024,01,03,19,6.8,38,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-03 08:00 PM,2024,01,03,20,6.4,36,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-03 09:00 PM,2024,01,03,21,9.7,52,Moderate,13.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-03 10:00 PM,2024,01,03,22,10.3,53,Moderate,11.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-03 11:00 PM,2024,01,03,23,8.6,48,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 12:00 AM,2024,01,04,00,9.8,52,Moderate,11.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 01:00 AM,2024,01,04,01,7.9,44,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 02:00 AM,2024,01,04,02,3.9,22,Good,0.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 03:00 AM,2024,01,04,03,1.4,8,Good,-1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 04:00 AM,2024,01,04,04,1.2,7,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 05:00 AM,2024,01,04,05,2.1,12,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 06:00 AM,2024,01,04,06,1.5,8,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 07:00 AM,2024,01,04,07,0.2,1,Good,-1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 08:00 AM,2024,01,04,08,0.0,0,Good,-1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 09:00 AM,2024,01,04,09,0.0,0,Good,-1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 10:00 AM,2024,01,04,10,0.0,0,Good,-1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 11:00 AM,2024,01,04,11,1.5,8,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 12:00 PM,2024,01,04,12,2.7,15,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 01:00 PM,2024,01,04,13,3.3,18,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 02:00 PM,2024,01,04,14,4.1,23,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 03:00 PM,2024,01,04,15,4.0,22,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 04:00 PM,2024,01,04,16,3.5,19,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 05:00 PM,2024,01,04,17,2.7,15,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 06:00 PM,2024,01,04,18,4.8,27,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 07:00 PM,2024,01,04,19,6.9,38,Good,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 08:00 PM,2024,01,04,20,9.9,52,Moderate,13.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 09:00 PM,2024,01,04,21,9.4,52,Moderate,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 10:00 PM,2024,01,04,22,9.2,51,Moderate,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-04 11:00 PM,2024,01,04,23,13.1,58,Moderate,17.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 12:00 AM,2024,01,05,00,10.0,53,Moderate,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 01:00 AM,2024,01,05,01,11.0,55,Moderate,12.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 02:00 AM,2024,01,05,02,10.5,54,Moderate,10.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 03:00 AM,2024,01,05,03,9.2,51,Moderate,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 04:00 AM,2024,01,05,04,8.1,45,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 05:00 AM,2024,01,05,05,7.5,42,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 06:00 AM,2024,01,05,06,7.7,43,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 07:00 AM,2024,01,05,07,6.3,35,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 08:00 AM,2024,01,05,08,6.1,34,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 09:00 AM,2024,01,05,09,9.5,52,Moderate,13.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 10:00 AM,2024,01,05,10,12.7,58,Moderate,16.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 11:00 AM,2024,01,05,11,13.3,59,Moderate,14.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 12:00 PM,2024,01,05,12,13.4,59,Moderate,-999.0,UG/M3,1 Hr,Missing
Kuala Lumpur,PM2.5 - Principal,2024-01-05 01:00 PM,2024,01,05,13,12.4,57,Moderate,12.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 02:00 PM,2024,01,05,14,10.4,53,Moderate,9.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 03:00 PM,2024,01,05,15,7.5,42,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 04:00 PM,2024,01,05,16,6.2,34,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 05:00 PM,2024,01,05,17,4.5,25,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 06:00 PM,2024,01,05,18,3.2,18,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 07:00 PM,2024,01,05,19,3.6,20,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 08:00 PM,2024,01,05,20,4.8,27,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 09:00 PM,2024,01,05,21,4.9,27,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 10:00 PM,2024,01,05,22,3.9,22,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-05 11:00 PM,2024,01,05,23,2.9,16,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 12:00 AM,2024,01,06,00,2.9,16,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 01:00 AM,2024,01,06,01,3.4,19,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 02:00 AM,2024,01,06,02,2.7,15,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 03:00 AM,2024,01,06,03,1.3,7,Good,0.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 04:00 AM,2024,01,06,04,0.1,1,Good,-1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 05:00 AM,2024,01,06,05,0.5,3,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 06:00 AM,2024,01,06,06,1.7,9,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 07:00 AM,2024,01,06,07,3.3,18,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 08:00 AM,2024,01,06,08,4.6,26,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 09:00 AM,2024,01,06,09,4.8,27,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 10:00 AM,2024,01,06,10,6.4,36,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 11:00 AM,2024,01,06,11,6.2,34,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 12:00 PM,2024,01,06,12,5.1,28,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 01:00 PM,2024,01,06,13,6.5,36,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 02:00 PM,2024,01,06,14,9.2,51,Moderate,12.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 03:00 PM,2024,01,06,15,10.6,54,Moderate,12.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 04:00 PM,2024,01,06,16,8.3,46,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 05:00 PM,2024,01,06,17,5.1,28,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 06:00 PM,2024,01,06,18,3.5,19,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 07:00 PM,2024,01,06,19,3.2,18,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 08:00 PM,2024,01,06,20,2.6,14,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 09:00 PM,2024,01,06,21,4.8,27,Good,7.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 10:00 PM,2024,01,06,22,4.9,27,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-06 11:00 PM,2024,01,06,23,3.9,22,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 12:00 AM,2024,01,07,00,2.4,13,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 01:00 AM,2024,01,07,01,5.2,29,Good,8.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 02:00 AM,2024,01,07,02,4.6,26,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 03:00 AM,2024,01,07,03,2.3,13,Good,0.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 04:00 AM,2024,01,07,04,3.6,20,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 05:00 AM,2024,01,07,05,3.3,18,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 06:00 AM,2024,01,07,06,2.1,12,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 07:00 AM,2024,01,07,07,3.5,19,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 08:00 AM,2024,01,07,08,3.2,18,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 09:00 AM,2024,01,07,09,2.1,12,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 10:00 AM,2024,01,07,10,2.0,11,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 11:00 AM,2024,01,07,11,2.0,11,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 12:00 PM,2024,01,07,12,4.0,22,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 01:00 PM,2024,01,07,13,4.5,25,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 02:00 PM,2024,01,07,14,3.2,18,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 03:00 PM,2024,01,07,15,1.6,9,Good,0.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 04:00 PM,2024,01,07,16,1.8,10,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 05:00 PM,2024,01,07,17,2.9,16,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 06:00 PM,2024,01,07,18,1.9,11,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 07:00 PM,2024,01,07,19,0.9,5,Good,0.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 08:00 PM,2024,01,07,20,1.9,11,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 09:00 PM,2024,01,07,21,2.4,13,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 10:00 PM,2024,01,07,22,4.2,23,Good,6.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-07 11:00 PM,2024,01,07,23,4.6,26,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 12:00 AM,2024,01,08,00,2.8,16,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 01:00 AM,2024,01,08,01,0.9,5,Good,-1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 02:00 AM,2024,01,08,02,0.4,2,Good,0.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 03:00 AM,2024,01,08,03,0.2,1,Good,0.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 04:00 AM,2024,01,08,04,0.1,1,Good,0.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 05:00 AM,2024,01,08,05,0.0,0,Good,0.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 06:00 AM,2024,01,08,06,0.5,3,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 07:00 AM,2024,01,08,07,0.7,4,Good,1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 08:00 AM,2024,01,08,08,1.8,10,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 09:00 AM,2024,01,08,09,2.9,16,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 10:00 AM,2024,01,08,10,3.9,22,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 11:00 AM,2024,01,08,11,3.9,22,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 12:00 PM,2024,01,08,12,3.9,22,Good,4.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 01:00 PM,2024,01,08,13,2.9,16,Good,2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 02:00 PM,2024,01,08,14,0.4,2,Good,-2.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 03:00 PM,2024,01,08,15,0.0,0,Good,-1.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 04:00 PM,2024,01,08,16,1.3,7,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 05:00 PM,2024,01,08,17,2.1,12,Good,3.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 06:00 PM,2024,01,08,18,3.5,19,Good,5.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 07:00 PM,2024,01,08,19,10.2,53,Moderate,17.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 08:00 PM,2024,01,08,20,14.6,61,Moderate,19.0,UG/M3,1 Hr,Valid
Kuala Lumpur,PM2.5 - Principal,2024-01-08 09:00 PM,2024,01,08,21,9.8,52,Moderate,5.0,UG/M3,1 Hr,Valid
